Type,subType,stock_number,flavType,item_name,description,rmcPerLitre,bottleSize,rmcPerBottle,addRaw,costBottle
Product,Free Base,P7225306,Fruit,Raspberry - 6mg,"Sweet, tangy and ripe raspberry, with a fruity sweet exhale",£3.58,10,0.035833795,£0.17,£0.20
Product,Free Base,P7047700,Candy,Skittles - 0mg,Vape the Rainbow! A delightful fizzy blend of fruity candy.,£16.20,10,0.16204903,£0.17,£0.33
Product,Free Base,P7047712,Candy,Skittles - 12mg,Vape the Rainbow! A delightful fizzy blend of fruity candy.,£17.82,10,0.17824939,£0.17,£0.34
Product,Free Base,P7047718,Candy,Skittles - 18mg,Vape the Rainbow! A delightful fizzy blend of fruity candy.,£18.63,10,0.18634957,£0.17,£0.35
Product,Free Base,P7047703,Candy,Skittles - 3mg,Vape the Rainbow! A delightful fizzy blend of fruity candy.,£16.61,10,0.16609912,£0.17,£0.33
Product,Free Base,P7047706,Candy,Skittles - 6mg,Vape the Rainbow! A delightful fizzy blend of fruity candy.,£17.01,10,0.17014921,£0.17,£0.34
Product,Free Base,P7031000,Mint,Spearmint - 0mg,"A sweet, refreshing flavour reminiscent of chewy mints.",£3.19,10,0.03191257071,£0.17,£0.20
Product,Free Base,P7031012,Mint,Spearmint - 12mg,"A sweet, refreshing flavour reminiscent of chewy mints.",£4.81,10,0.04811293071,£0.17,£0.21
Product,Free Base,P7031018,Mint,Spearmint - 18mg,"A sweet, refreshing flavour reminiscent of chewy mints.",£5.62,10,0.05621311071,£0.17,£0.22
Product,Free Base,P7031003,Mint,Spearmint - 3mg,"A sweet, refreshing flavour reminiscent of chewy mints.",£3.60,10,0.03596266071,£0.17,£0.20
Product,Free Base,P7031006,Mint,Spearmint - 6mg,"A sweet, refreshing flavour reminiscent of chewy mints.",£4.00,10,0.04001275071,£0.17,£0.21
Product,Free Base,P7046900,Ice,Strawberry Menthol - 0mg,"Juicy, sweet strawberries followed by a refreshing cooling menthol.",£4.09,10,0.0408872425,£0.17,£0.21
Product,Free Base,P7046912,Ice,Strawberry Menthol - 12mg,"Juicy, sweet strawberries followed by a refreshing cooling menthol.",£5.71,10,0.0570876025,£0.17,£0.22
Product,Free Base,P7046918,Ice,Strawberry Menthol - 18mg,"Juicy, sweet strawberries followed by a refreshing cooling menthol.",£6.52,10,0.0651877825,£0.17,£0.23
Product,Free Base,P7046903,Ice,Strawberry Menthol - 3mg,"Juicy, sweet strawberries followed by a refreshing cooling menthol.",£4.49,10,0.0449373325,£0.17,£0.21
Product,Free Base,P7046906,Ice,Strawberry Menthol - 6mg,"Juicy, sweet strawberries followed by a refreshing cooling menthol.",£4.90,10,0.0489874225,£0.17,£0.22
Product,Free Base,P7030800,Mint,Strong Menthol - 0mg,"Ultra hard hitting menthol, with a blast of eucalyptus.",£4.45,10,0.04450966,£0.17,£0.21
Product,Free Base,P7030812,Mint,Strong Menthol - 12mg,"Ultra hard hitting menthol, with a blast of eucalyptus.",£6.07,10,0.06071002,£0.17,£0.23
Product,Free Base,P7030818,Mint,Strong Menthol - 18mg,"Ultra hard hitting menthol, with a blast of eucalyptus.",£6.88,10,0.0688102,£0.17,£0.24
Product,Free Base,P7030803,Mint,Strong Menthol - 3mg,"Ultra hard hitting menthol, with a blast of eucalyptus.",£4.86,10,0.04855975,£0.17,£0.21
Product,Free Base,P7030806,Mint,Strong Menthol - 6mg,"Ultra hard hitting menthol, with a blast of eucalyptus.",£5.26,10,0.05260984,£0.17,£0.22
Product,Free Base,V7064818,Ice,Sub Zero Nicotine Shot - VG - 18mg,Unflavoured with Koolada,£5.93,10,0.05932254,£0.17,£0.23
Product,Free Base,P7031500,Candy,Sweet Liquorice - 0mg,"Dark, intense sweet liquorice flavour.",£12.45,10,0.12450685,£0.17,£0.29
Product,Free Base,P7031512,Candy,Sweet Liquorice - 12mg,"Dark, intense sweet liquorice flavour.",£14.07,10,0.14070721,£0.17,£0.31
Product,Free Base,P7031518,Candy,Sweet Liquorice - 18mg,"Dark, intense sweet liquorice flavour.",£14.88,10,0.14880739,£0.17,£0.32
Product,Free Base,P7031503,Candy,Sweet Liquorice - 3mg,"Dark, intense sweet liquorice flavour.",£12.86,10,0.12855694,£0.17,£0.29
Product,Free Base,P7031506,Candy,Sweet Liquorice - 6mg,"Dark, intense sweet liquorice flavour.",£13.26,10,0.13260703,£0.17,£0.30
Product,Free Base,P7046600,Tobacco,Tobacco - 0mg,A classic tobacco with a touch of sweetness.,£2.71,10,0.027080625,£0.17,£0.19
Product,Free Base,P7046612,Tobacco,Tobacco - 12mg,A classic tobacco with a touch of sweetness.,£4.33,10,0.043280985,£0.17,£0.21
Product,Free Base,P7046618,Tobacco,Tobacco - 18mg,A classic tobacco with a touch of sweetness.,£5.14,10,0.051381165,£0.17,£0.22
Product,Free Base,P7046603,Tobacco,Tobacco - 3mg,A classic tobacco with a touch of sweetness.,£3.11,10,0.031130715,£0.17,£0.20
Product,Free Base,P7046606,Tobacco,Tobacco - 6mg,A classic tobacco with a touch of sweetness.,£3.52,10,0.035180805,£0.17,£0.20
Product,Free Base,P7031200,Fruit,Tropical Mix - 0mg,"A trio of tropical fruits pineapple, papaya and dragon fruit combine to make a sweet and fruity vape that lingers in the mouth.",£8.51,10,0.085143175,£0.17,£0.25
Product,Free Base,P7031212,Fruit,Tropical Mix - 12mg,"A trio of tropical fruits pineapple, papaya and dragon fruit combine to make a sweet and fruity vape that lingers in the mouth.",£10.13,10,0.101343535,£0.17,£0.27
Product,Free Base,P7031218,Fruit,Tropical Mix - 18mg,"A trio of tropical fruits pineapple, papaya and dragon fruit combine to make a sweet and fruity vape that lingers in the mouth.",£10.94,10,0.109443715,£0.17,£0.28
Product,Free Base,P7031203,Fruit,Tropical Mix - 3mg,"A trio of tropical fruits pineapple, papaya and dragon fruit combine to make a sweet and fruity vape that lingers in the mouth.",£8.92,10,0.089193265,£0.17,£0.26
Product,Free Base,P7031206,Fruit,Tropical Mix - 6mg,"A trio of tropical fruits pineapple, papaya and dragon fruit combine to make a sweet and fruity vape that lingers in the mouth.",£9.32,10,0.093243355,£0.17,£0.26
Product,Free Base,P7056800,Candy,Tutti Fruity - 0mg,A sweet and juicy blend of mixed candy fruits.,£3.67,10,0.03674073,£0.17,£0.20
Product,Free Base,P7056812,Candy,Tutti Fruity - 12mg,A sweet and juicy blend of mixed candy fruits.,£5.29,10,0.05294109,£0.17,£0.22
Product,Free Base,P7056818,Candy,Tutti Fruity - 18mg,A sweet and juicy blend of mixed candy fruits.,£6.10,10,0.06104127,£0.17,£0.23
Product,Free Base,P7056803,Candy,Tutti Fruity - 3mg,A sweet and juicy blend of mixed candy fruits.,£4.08,10,0.04079082,£0.17,£0.21
Product,Free Base,P7056806,Candy,Tutti Fruity - 6mg,A sweet and juicy blend of mixed candy fruits.,£4.48,10,0.04484091,£0.17,£0.21
Product,Free Base,P7046500,Tobacco,USA Blend - 0mg,A no fuss tobacco taste with rich woody undertones.,£3.36,10,0.03358485,£0.17,£0.20
Product,Free Base,P7046512,Tobacco,USA Blend - 12mg,A no fuss tobacco taste with rich woody undertones.,£4.98,10,0.04978521,£0.17,£0.22
Product,Free Base,P7046518,Tobacco,USA Blend - 18mg,A no fuss tobacco taste with rich woody undertones.,£5.79,10,0.05788539,£0.17,£0.22
Product,Free Base,P7046503,Tobacco,USA Blend - 3mg,A no fuss tobacco taste with rich woody undertones.,£3.76,10,0.03763494,£0.17,£0.20
Product,Free Base,P7046506,Tobacco,USA Blend - 6mg,A no fuss tobacco taste with rich woody undertones.,£4.17,10,0.04168503,£0.17,£0.21
Product,Free Base,P7084100,Dessert,Vanilla - 0mg,Creamy and fragrant classic french style vanilla,£3.05,10,0.0304759,£0.17,£0.20
Product,Free Base,P7084112,Dessert,Vanilla - 12mg,Creamy and fragrant classic french style vanilla,£4.67,10,0.04667626,£0.17,£0.21
Product,Free Base,P7084118,Dessert,Vanilla - 18mg,Creamy and fragrant classic french style vanilla,£5.48,10,0.05477644,£0.17,£0.22
Product,Free Base,P7084103,Dessert,Vanilla - 3mg,Creamy and fragrant classic french style vanilla,£3.45,10,0.03452599,£0.17,£0.20
Product,Free Base,P7084106,Dessert,Vanilla - 6mg,Creamy and fragrant classic french style vanilla,£3.86,10,0.03857608,£0.17,£0.20
Product,Free Base,P7048000,Candy,Watermelon Candy - 0mg,An extra juicy candied watermelon flavour with a sugary aftertaste.,£15.25,10,0.152493965,£0.17,£0.32
Product,Free Base,P7048012,Candy,Watermelon Candy - 12mg,An extra juicy candied watermelon flavour with a sugary aftertaste.,£16.87,10,0.168694325,£0.17,£0.34
Product,Free Base,P7048018,Candy,Watermelon Candy - 18mg,An extra juicy candied watermelon flavour with a sugary aftertaste.,£17.68,10,0.176794505,£0.17,£0.34
Product,Free Base,P7048003,Candy,Watermelon Candy - 3mg,An extra juicy candied watermelon flavour with a sugary aftertaste.,£15.65,10,0.156544055,£0.17,£0.32
Product,Free Base,P7048006,Candy,Watermelon Candy - 6mg,An extra juicy candied watermelon flavour with a sugary aftertaste.,£16.06,10,0.160594145,£0.17,£0.33
Product,Free Base,P7031800,Fruit,Wild Strawberry - 0mg,Juicy and ripe strawberry flavour with a tart finish,£6.67,10,0.066729,£0.17,£0.23
Product,Free Base,P7031812,Fruit,Wild Strawberry - 12mg,Juicy and ripe strawberry flavour with a tart finish,£8.29,10,0.08292936,£0.17,£0.25
Product,Free Base,P7031818,Fruit,Wild Strawberry - 18mg,Juicy and ripe strawberry flavour with a tart finish,£9.10,10,0.09102954,£0.17,£0.26
Product,Free Base,P7031803,Fruit,Wild Strawberry - 3mg,Juicy and ripe strawberry flavour with a tart finish,£7.08,10,0.07077909,£0.17,£0.24
Product,Free Base,P7031806,Fruit,Wild Strawberry - 6mg,Juicy and ripe strawberry flavour with a tart finish,£7.48,10,0.07482918,£0.17,£0.24
Product,Nic Salt,P5151920,Fruit,Apple  - 20mg,Fresh and crisp green apple with sweet-tart undertones,£9.70,10,0.09704864,£0.17,£0.26
Product,Nic Salt,P5151810,Fruit,Apple - 10mg,Fresh and crisp green apple with sweet-tart undertones,£7.10,10,0.0710489,£0.17,£0.24
Product,Nic Salt,P5148410,Dessert,Apricot Yoghurt - 10mg,Tangy and creamy yoghurt paired with a sweet but tart apricot compote,£5.45,10,0.05450406,£0.17,£0.22
Product,Nic Salt,P5148420,Dessert,Apricot Yoghurt - 20mg,Tangy and creamy yoghurt paired with a sweet but tart apricot compote,£8.05,10,0.0805038,£0.17,£0.25
Product,Nic Salt,P5076410,Dessert,Banana cream - 10mg,Ripe banana with lashings of rich cream,£6.40,10,0.06397872,£0.17,£0.23
Product,Nic Salt,P5076420,Dessert,Banana cream - 20mg,Ripe banana with lashings of rich cream,£9.00,10,0.08997846,£0.17,£0.26
Product,Nic Salt,P5246110,Ice,Banana Ice - 10mg,A combination of sweet and ripe banana with a cooling icy hit,£7.36,10,0.07357155,£0.17,£0.24
Product,Nic Salt,P5246220,Ice,Banana Ice - 20mg,A combination of sweet and ripe banana with a cooling icy hit,£9.96,10,0.09957129,£0.17,£0.27
Product,Nic Salt,P5246005,Ice,Banana Ice - 5mg,A combination of sweet and ripe banana with a cooling icy hit,£6.06,10,0.06057168,£0.17,£0.23
Product,Nic Salt,P5094910,Ice,Black Ice - 10mg,"Cordial style blackcurrant, sweet and juicy with a kool menthol kick",£5.42,10,0.05421323375,£0.17,£0.22
Product,Nic Salt,P5094920,Ice,Black Ice - 20mg,"Cordial style blackcurrant, sweet and juicy with a kool menthol kick",£8.02,10,0.08021297375,£0.17,£0.25
Product,Nic Salt,P5124110,Fruit,Blackcurrants - 10mg,"A Ribena style blackcurrant flavour, sweet and tart, with a slightly sour aftertaste",£5.13,10,0.051298806,£0.17,£0.22
Product,Nic Salt,P5124120,Fruit,Blackcurrants - 20mg,"A Ribena style blackcurrant flavour, sweet and tart, with a slightly sour aftertaste",£7.73,10,0.077298546,£0.17,£0.24
Product,Nic Salt,P5076310,Fruit,Blue Raspberry - 10mg,Super juicy blue raspberry with a refreshing candy-sweet aftertaste.,£6.64,10,0.06637856875,£0.17,£0.23
Product,Nic Salt,P5076320,Fruit,Blue Raspberry - 20mg,Super juicy blue raspberry with a refreshing candy-sweet aftertaste.,£9.24,10,0.09237830875,£0.17,£0.26
Product,Nic Salt,P5251010,Ice,Cherry Ice/Fizz - 10mg,Sweet and well rounded cocktail cherry with an icy hit,£6.97,10,0.06966388,£0.17,£0.24
Product,Nic Salt,P5251020,Ice,Cherry Ice/Fizz - 20mg,Sweet and well rounded cocktail cherry with an icy hit,£9.57,10,0.09566362,£0.17,£0.26
Product,Nic Salt,P5251005,Ice,Cherry Ice/Fizz - 5mg,Sweet and well rounded cocktail cherry with an icy hit,£5.67,10,0.05666401,£0.17,£0.22
Product,Nic Salt,P5123910,Drink,Colas - 10mg,A classic cola blend with a candy edge and a slight fizz on the backend,£5.30,10,0.05304713375,£0.17,£0.22
Product,Nic Salt,P5123920,Drink,Colas - 20mg,A classic cola blend with a candy edge and a slight fizz on the backend,£7.90,10,0.07904687375,£0.17,£0.25
Product,Nic Salt,P5076910,Fruit,Forest fruits - 10mg,Sweet and tangy berries with the fresh bite of green apples.,£6.46,10,0.064567035,£0.17,£0.23
Product,Nic Salt,P5076920,Fruit,Forest fruits - 20mg,Sweet and tangy berries with the fresh bite of green apples.,£9.06,10,0.090566775,£0.17,£0.26
Product,Nic Salt,P5245110,Ice,Grape Ice - 10mg,A perfect harmony of black concord grape and a kooling icy hit,£6.06,10,0.06064955,£0.17,£0.23
Product,Nic Salt,P5245220,Ice,Grape Ice - 20mg,A perfect harmony of black concord grape and a kooling icy hit,£8.66,10,0.08664929,£0.17,£0.25
Product,Nic Salt,P5245005,Ice,Grape Ice - 5mg,A perfect harmony of black concord grape and a kooling icy hit,£4.76,10,0.04764968,£0.17,£0.21
Product,Nic Salt,P5076510,Ice,H Berg - 10mg,A strong hit of dark berry and candy berry fruits with a blast of cold menthol and aniseed.,£10.88,10,0.1087630553,£0.17,£0.28
Product,Nic Salt,P5076520,Ice,H Berg - 20mg,A strong hit of dark berry and candy berry fruits with a blast of cold menthol and aniseed.,£13.48,10,0.1347627953,£0.17,£0.30
Product,Nic Salt,P7128710,Dessert,Key Lime Pie - 10mg,"creamy and zingy lime cookies,",£9.89,10,0.098856745,£0.17,£0.27
Product,Nic Salt,P7128720,Dessert,Key Lime Pie - 20mg,"creamy and zingy lime cookies,",£12.49,10,0.124856485,£0.17,£0.29
Product,Nic Salt,P5151610,Ice,Kool Apple - 10mg,Crisp and sweet green apple with a icy kick,£8.18,10,0.08175232,£0.17,£0.25
Product,Nic Salt,P5151720,Ice,Kool Apple - 20mg,Crisp and sweet green apple with a icy kick,£10.78,10,0.10775206,£0.17,£0.27
Product,Nic Salt,P5151210,Ice,Kool Lemon & Lime - 10mg,"A perfect blend of sour, tart lemon and tangy, sweet lime with an icy blast",£7.32,10,0.07322194,£0.17,£0.24
Product,Nic Salt,P5151220,Ice,Kool Lemon & Lime - 20mg,"A perfect blend of sour, tart lemon and tangy, sweet lime with an icy blast",£9.92,10,0.09922168,£0.17,£0.27
Product,Nic Salt,P5150410,Ice,Kool Lychee Blackcurrant - 10mg,Sweet and tart blackcurrant with tropical and fruity lychee. A very well-balanced flavour with an icy blast,£12.61,10,0.12614901,£0.17,£0.29
Product,Nic Salt,P5150520,Ice,Kool Lychee Blackcurrant - 20mg,Sweet and tart blackcurrant with tropical and fruity lychee. A very well-balanced flavour with an icy blast,£15.21,10,0.15214875,£0.17,£0.32
Product,Nic Salt,P5150810,Ice,Kool Mango Blackcurrant - 10mg,An intense mixture of sweet mango and classic Blackcurrant with an icy kick,£14.85,10,0.148531955,£0.17,£0.31
Product,Nic Salt,P5150920,Ice,Kool Mango Blackcurrant - 20mg,An intense mixture of sweet mango and classic Blackcurrant with an icy kick,£17.45,10,0.174531695,£0.17,£0.34
Product,Nic Salt,P5152010,Ice,Kool Raspberry - 10mg,"Sweet, tangy and ripe raspberry, with a kool icy hit",£6.15,10,0.0615186,£0.17,£0.23
Product,Nic Salt,P5152120,Ice,Kool Raspberry - 20mg,"Sweet, tangy and ripe raspberry, with a kool icy hit",£8.75,10,0.08751834,£0.17,£0.25
Product,Nic Salt,P5150010,Ice,Kool Watermelon - 10mg,"Refreshing ripe watermelon, with tropical fruity undertones throughout with an icy kick",£6.40,10,0.064020125,£0.17,£0.23
Product,Nic Salt,P5150120,Ice,Kool Watermelon - 20mg,"Refreshing ripe watermelon, with tropical fruity undertones throughout with an icy kick",£9.00,10,0.090019865,£0.17,£0.26
Product,Nic Salt,P5151410,Fruit,Lemon & Lime - 10mg,"A perfect blend of sour, tart lemon and tangy, sweet lime",£6.72,10,0.067206775,£0.17,£0.23
Product,Nic Salt,P5151420,Fruit,Lemon & Lime - 20mg,"A perfect blend of sour, tart lemon and tangy, sweet lime",£9.32,10,0.093206515,£0.17,£0.26
Product,Nic Salt,P5076810,Dessert,Lemon Tart - 10mg,Tangy lemon curd with a flaky biscuit crust finished with a rich vanilla cream,£10.14,10,0.1014452238,£0.17,£0.27
Product,Nic Salt,P5076820,Dessert,Lemon Tart - 20mg,Tangy lemon curd with a flaky biscuit crust finished with a rich vanilla cream,£12.74,10,0.1274449638,£0.17,£0.29
Product,Nic Salt,P5150610,Fruit,Lychee Blackcurrant - 10mg,Sweet and tart blackcurrant with tropical and fruity lychee. A very well-balanced flavour,£11.41,10,0.11411868,£0.17,£0.28
Product,Nic Salt,P5150720,Fruit,Lychee Blackcurrant - 20mg,Sweet and tart blackcurrant with tropical and fruity lychee. A very well-balanced flavour,£14.01,10,0.14011842,£0.17,£0.31
Product,Nic Salt,P5151010,Fruit,Mango Blackcurrant - 10mg,An intense mixture of sweet mango and classic Blackcurrant.,£13.65,10,0.136501625,£0.17,£0.30
Product,Nic Salt,P5151020,Fruit,Mango Blackcurrant - 20mg,An intense mixture of sweet mango and classic Blackcurrant.,£16.25,10,0.162501365,£0.17,£0.33
Product,Nic Salt,P5142610,Fruit,Mango Madness - 10mg,A prominent super sweet Indian mango hit perfectly balanced with a slightly tart edge.,£17.74,10,0.17740697,£0.17,£0.34
Product,Nic Salt,P5142720,Fruit,Mango Madness - 20mg,A prominent super sweet Indian mango hit perfectly balanced with a slightly tart edge.,£20.34,10,0.20340671,£0.17,£0.37
Product,Nic Salt,P5094810,Mint,Menthol - 10mg,"Clean, simple and cold no fuss menthol.",£5.69,10,0.05693231375,£0.17,£0.22
Product,Nic Salt,P5094820,Mint,Menthol - 20mg,"Clean, simple and cold no fuss menthol.",£8.29,10,0.08293205375,£0.17,£0.25
Product,Nic Salt,P5124010,Fruit,Peach & Passionfruits - 10mg,"Juicy peach and tangy passion fruit, with a refreshing finish.",£5.45,10,0.05445958224,£0.17,£0.22
Product,Nic Salt,P5124020,Fruit,Peach & Passionfruits - 20mg,"Juicy peach and tangy passion fruit, with a refreshing finish.",£8.05,10,0.08045932224,£0.17,£0.25
Product,Nic Salt,P5245510,Mint,Peppermint - 10mg,Classic hot mint flavour with a cool aftertaste.,£6.40,10,0.064020125,£0.17,£0.23
Product,Nic Salt,P5245620,Mint,Peppermint - 20mg,Classic hot mint flavour with a cool aftertaste.,£9.00,10,0.090019865,£0.17,£0.26
Product,Nic Salt,P5245405,Mint,Peppermint - 5mg,Classic hot mint flavour with a cool aftertaste.,£5.10,10,0.051020255,£0.17,£0.22
Product,Nic Salt,P6128610,Fruit,Pineapple and Coconut - 10mg,Ripe and juicy pineapple with a luxurious creamy coconut finish,£14.19,10,0.1418973806,£0.17,£0.31
Product,Nic Salt,P6128620,Fruit,Pineapple and Coconut - 20mg,Ripe and juicy pineapple with a luxurious creamy coconut finish,£16.79,10,0.1678971206,£0.17,£0.33
Product,Nic Salt,P6128910,Candy,Rainbow Candy - 10mg,Pick n mix gummy skittle candy flavour,£15.34,10,0.153399155,£0.17,£0.32
Product,Nic Salt,P6128920,Candy,Rainbow Candy - 20mg,Pick n mix gummy skittle candy flavour,£17.94,10,0.179398895,£0.17,£0.35
Product,Nic Salt,P5152210,Fruit,Raspberry - 10mg,"Sweet, tangy and ripe raspberry, with a fruity sweet exhale",£5.00,10,0.050011,£0.17,£0.22
Product,Nic Salt,P5152320,Fruit,Raspberry - 20mg,"Sweet, tangy and ripe raspberry, with a fruity sweet exhale",£7.60,10,0.07601074,£0.17,£0.24
Product,Nic Salt,P5077010,Dessert,Raspberry Tart - 10mg,Subtle sweet Raspberry with a flaky biscuit crust finished with a rich vanilla cream,£10.16,10,0.1016178313,£0.17,£0.27
Product,Nic Salt,P5077020,Dessert,Raspberry Tart - 20mg,Subtle sweet Raspberry with a flaky biscuit crust finished with a rich vanilla cream,£12.76,10,0.1276175713,£0.17,£0.29
Product,Nic Salt,P5077110,Ice,Red Astaire - 10mg,"Sweet red berry fruits, mixed with a stunning eucalyptus menthol and a touch of aniseed.",£10.44,10,0.1044494203,£0.17,£0.27
Product,Nic Salt,P5077120,Ice,Red Astaire - 20mg,"Sweet red berry fruits, mixed with a stunning eucalyptus menthol and a touch of aniseed.",£13.04,10,0.1304491603,£0.17,£0.30
Product,Nic Salt,P5245810,Mint,Spearmint - 10mg,"Classic spearmint, sweet and soft, the perfect fresh all-day vape",£5.99,10,0.05986344,£0.17,£0.23
Product,Nic Salt,P5245920,Mint,Spearmint - 20mg,"Classic spearmint, sweet and soft, the perfect fresh all-day vape",£8.59,10,0.08586318,£0.17,£0.25
Product,Nic Salt,P5245705,Mint,Spearmint - 5mg,"Classic spearmint, sweet and soft, the perfect fresh all-day vape",£4.69,10,0.04686357,£0.17,£0.21
Product,Nic Salt,P6128810,Candy,Strawberry Cotton Candy - 10mg,Sugary sweet candyfloss with a subtle candy strawberry undertone,£7.24,10,0.07239271,£0.17,£0.24
Product,Nic Salt,P6128820,Candy,Strawberry Cotton Candy - 20mg,Sugary sweet candyfloss with a subtle candy strawberry undertone,£9.84,10,0.09839245,£0.17,£0.26
Product,Nic Salt,P5076610,Tobacco,Sweet tobacco - 10mg,"One of the most iconic vaping flavours, tobacco with hints of vanilla and caramel.",£6.77,10,0.06768307,£0.17,£0.23
Product,Nic Salt,P5076620,Tobacco,Sweet tobacco - 20mg,"One of the most iconic vaping flavours, tobacco with hints of vanilla and caramel.",£9.37,10,0.09368281,£0.17,£0.26
Product,Nic Salt,P5150210,Fruit,Watermelon - 10mg,"Refreshing ripe watermelon, with tropical fruity undertones throughout",£5.20,10,0.051989795,£0.17,£0.22
Product,Nic Salt,P5150320,Fruit,Watermelon - 20mg,"Refreshing ripe watermelon, with tropical fruity undertones throughout",£7.80,10,0.077989535,£0.17,£0.24
Product,Shortfill,SV6163005,Mint,Spearmint Chew,"Classic spearmint, sweet and soft, the perfect fresh all-day vape",£2.49,50,0.124514585,£0.40,£0.52
Product,Shortfill,SV6231205,Drink,Lemonade Ice,"A classic American style lemonade, sweet and tart with a big icy kick",£4.71,50,0.235421465,£0.40,£0.63
Product,Shortfill,SV6251210,Drink,Blue Raspberry Lemonade,Tangy and sweet blue raspberry blended with a traditional American-style lemonade,£8.49,100,0.84890592,£0.42,£1.27
Product,Shortfill,SV6251110,Drink,Cherry Peach Lemonade Ice,Tart cocktail cherry and fuzzy ripe peach blended with an old nschool lemonade flavour,£5.18,100,0.517872828,£0.42,£0.94
Product,Shortfill,SV7264710,Tobacco,RY4,Classic woody tobacco base with hints of vanilla and caramel,£4.23,100,0.42311646,£0.42,£0.85
Product,Shortfill,SV6105005,Candy,Bubblegum,Extra juicy mixed fruit bubblegum flavour,£2.10,50,0.10499112,£0.40,£0.50
Product,Shortfill,SV7101404,Tobacco,Tobacco Chocolate,"Everyones favourite RY4 tobacco, blended with roasted hazelnuts and a rich velvety chocolate.",£2.67,40,0.106724475,£0.40,£0.50
Product,Shortfill,SV5103504,Fruit,Pineapple,A distinctly tropical taste. Sweet and ripe pineapples with splashes of other tropical fruits.,£2.71,40,0.10823124,£0.40,£0.50
Product,Shortfill,SV6102305,Fruit,Raspberry,"Sweet, tangy and ripe raspberry, with a fruity sweet exhale",£2.20,50,0.11011416,£0.40,£0.51
Product,Shortfill,SV6104705,Drink,Grape Soda,Sweet and juicy black grape with a touch of fizz,£2.27,50,0.11361246,£0.40,£0.51
Product,Shortfill,SV5103904,Dessert,Vanilla,Creamy and fragrant classic french style vanilla,£2.87,40,0.1149486,£0.40,£0.51
Product,Shortfill,SV5108005,Mint,Menthol,A simple and refreshing blast of menthol.,£2.36,50,0.1179624225,£0.40,£0.51
Product,Shortfill,SV6152505,Fruit,Watermelon,"Refreshing ripe watermelon, with tropical fruity undertones throughout",£2.42,50,0.121222205,£0.40,£0.52
Product,Shortfill,SV5103604,Drink,Grape soda,Sweet and juicy black grape with a touch of fizz,£2.45,50,0.122515575,£0.40,£0.52
Product,Shortfill,SV6104805,Fruit,Pineapple,A distinctly tropical taste. Sweet and ripe pineapples with splashes of other tropical fruits.,£2.48,50,0.12383124,£0.40,£0.52
Product,Shortfill,SV6161205,Candy,Lemon Sherbet Chew,"Taffy-style sweet lemon, with hints of sherbet and a lasting linger of sweetness",£2.49,50,0.12434409,£0.40,£0.52
Product,Shortfill,SV7124305,Drink,Cola,A classic cola blend with a candy edge and a slight fizz on the backend,£2.57,50,0.1283309625,£0.40,£0.52
Product,Shortfill,SV6136105,Drink,Blueberry & Lime Cider,Sweet and juicy blueberry mixed with a tart cider base,£2.59,50,0.1295879325,£0.40,£0.53
Product,Shortfill,SV1101905,Ice,Kool Raspberry,"Sweet, tangy and ripe raspberry, with a fruity sweet exhale with an Kool hit",£2.66,50,0.1329744,£0.40,£0.53
Product,Shortfill,SV6161405,Candy,Drumsticks,The perfect harmony of raspberry and milk,£2.69,50,0.1343970225,£0.40,£0.53
Product,Shortfill,SV6126605,Ice,Black Ice,"Cordial style blackcurrant, sweet and juicy with a kool menthol kick",£2.71,50,0.1353275625,£0.40,£0.53
Product,Shortfill,SV6104905,Dessert,Apricot Yoghurt,Tangy and creamy yoghurt paired with a sweet but tart apricot compote,£2.76,50,0.13801086,£0.40,£0.53
Product,Shortfill,SV6103205,Candy,Parma Violet,"Retro sweet shop classic, sweet. fragrant and slightly floral parma violet",£2.78,50,0.13924599,£0.40,£0.54
Product,Shortfill,SV6102905,Candy,Foam Banana,"Retro sweet flavour, mellow candy banana with a creamy undertone",£2.81,50,0.14064453,£0.40,£0.54
Product,Shortfill,SV6101005,Fruit,Peach and passion fruit,Fuzzy peach and sweet-tart passion fruit blended to perfection,£2.85,50,0.14239173,£0.40,£0.54
Product,Shortfill,SV6136305,Drink,Elderflower & Pear Cider,Sweet and tangy pear cider combined with light floral notes of elderflower,£2.87,50,0.1433589625,£0.40,£0.54
Product,Shortfill,SV6136405,Drink,Strawberry & Lime Cider,Juicy and ripe strawberry and sour limes blended with a tart cider base.,£2.94,50,0.1467758825,£0.40,£0.54
Product,Shortfill,SV6162905,Candy,Blue Bon Bon,"A sweet shop classic, candy blue raspberry mixed with a hint of taffy",£3.03,50,0.15126085,£0.40,£0.55
Product,Shortfill,SV5103404,Dessert,Apricot yogurt,Tangy and creamy yoghurt paired with a sweet but tart apricot compote,£3.06,50,0.153013575,£0.40,£0.55
Product,Shortfill,SV6152405,Ice,Kool Watermelon,"Refreshing ripe watermelon, with tropical fruity undertones throughout with an icy kick",£3.15,50,0.157313195,£0.40,£0.55
Product,Shortfill,SV6126805,Dessert,Banana Cream,Ripe banana with lashings of rich cream,£3.88,50,0.19392048,£0.40,£0.59
Product,Shortfill,SV6126705,Fruit,Forest Fruits,A tangy and sweet blend of forest berries and crisp green apple,£3.95,50,0.19745037,£0.40,£0.59
Product,Shortfill,SV6136605,Drink,Orchard Apple Cider,Fresh and crisp green apple with tart cider base,£4.07,50,0.20361107,£0.40,£0.60
